,Race,Age,Gender,Location,Year,Count,Population
10455,White,15–19,F,C6,2013,326.0,4402.0
10456,White,15–19,F,C6,2014,208.0,4522.0
10457,White,15–19,F,C6,2015,200.0,4755.0
10458,White,15–19,F,A2,2010,146.0,690.0
10459,White,15–19,F,A2,2011,127.0,657.0
10460,White,15–19,F,A2,2012,113.0,623.0
10461,White,15–19,F,A2,2013,87.0,597.0
10462,White,15–19,F,A2,2014,67.0,592.0
10463,White,15–19,F,A2,2015,95.0,561.0
10464,White,15–19,F,A6,2010,289.0,2235.0
10465,White,15–19,F,A6,2011,238.0,2126.0
10466,White,15–19,F,A6,2012,245.0,2089.0
10467,White,15–19,F,A6,2013,178.0,2017.0
10468,White,15–19,F,A6,2014,194.0,1985.0
10469,White,15–19,F,A6,2015,175.0,1985.0
10470,White,15–19,F,F3,2010,469.0,5410.0
10471,White,15–19,F,F3,2011,548.0,5231.0
10472,White,15–19,F,F3,2012,617.0,5187.0
10473,White,15–19,F,F3,2013,477.0,5168.0
10474,White,15–19,F,F3,2014,450.0,5009.0
10475,White,15–19,F,F3,2015,471.0,5004.0
10476,White,15–19,F,G2,2010,357.0,3022.0
10477,White,15–19,F,G2,2011,353.0,2905.0
10478,White,15–19,F,G2,2012,352.0,2787.0
10479,White,15–19,F,G2,2013,352.0,2747.0
10480,White,15–19,F,G2,2014,311.0,2739.0
10481,White,15–19,F,G2,2015,324.0,2806.0
10482,White,15–19,F,B1,2010,143.0,4953.0
10483,White,15–19,F,B1,2011,133.0,4697.0
10484,White,15–19,F,B1,2012,67.0,4574.0
10485,White,15–19,F,B1,2013,35.0,4500.0
10486,White,15–19,F,B1,2014,0.0,4456.0
10487,White,15–19,F,B1,2015,0.0,4450.0
10488,White,15–19,F,B7,2010,138.0,1448.0
10489,White,15–19,F,B7,2011,172.0,1328.0
10490,White,15–19,F,B7,2012,151.0,1275.0
10491,White,15–19,F,B7,2013,98.0,1285.0
10492,White,15–19,F,B7,2014,88.0,1314.0
10493,White,15–19,F,B7,2015,81.0,1342.0
10494,White,15–19,F,C2,2010,172.0,2340.0
10495,White,15–19,F,C2,2011,186.0,2317.0
10496,White,15–19,F,C2,2012,138.0,2286.0
10497,White,15–19,F,C2,2013,104.0,2232.0
10498,White,15–19,F,C2,2014,103.0,2201.0
10499,White,15–19,F,C2,2015,87.0,2215.0
10500,White,15–19,F,D3,2010,217.0,2086.0
10501,White,15–19,F,D3,2011,208.0,2048.0
10502,White,15–19,F,D3,2012,205.0,1999.0
10503,White,15–19,F,D3,2013,191.0,1958.0
10504,White,15–19,F,D3,2014,176.0,1922.0
10505,White,15–19,F,D3,2015,159.0,1938.0
10506,White,15–19,F,A1,2010,330.0,1442.0
10507,White,15–19,F,A1,2011,351.0,1453.0
10508,White,15–19,F,A1,2012,319.0,1445.0
10509,White,15–19,F,A1,2013,247.0,1427.0
10510,White,15–19,F,A1,2014,278.0,1426.0
10511,White,15–19,F,A1,2015,320.0,1474.0
10512,White,15–19,F,D2,2010,443.0,9507.0
10513,White,15–19,F,D2,2011,346.0,9399.0
10514,White,15–19,F,D2,2012,273.0,9349.0
10515,White,15–19,F,D2,2013,255.0,9403.0
10516,White,15–19,F,D2,2014,230.0,9560.0
10517,White,15–19,F,D2,2015,294.0,9564.0
10518,White,15–19,F,A5,2010,371.0,5481.0
10519,White,15–19,F,A5,2011,361.0,5018.0
10520,White,15–19,F,A5,2012,342.0,5023.0
10521,White,15–19,F,A5,2013,332.0,5014.0
10522,White,15–19,F,A5,2014,317.0,4909.0
10523,White,15–19,F,A5,2015,324.0,4915.0
10536,White,15–19,F,F2,2010,524.0,2760.0
10537,White,15–19,F,F2,2011,531.0,2758.0
10538,White,15–19,F,F2,2012,507.0,2729.0
10539,White,15–19,F,F2,2013,597.0,2727.0
10540,White,15–19,F,F2,2014,470.0,2775.0
10541,White,15–19,F,F2,2015,455.0,2776.0
10542,White,15–19,F,D4,2010,87.0,1250.0
10543,White,15–19,F,D4,2011,83.0,1205.0
10544,White,15–19,F,D4,2012,70.0,1150.0
10545,White,15–19,F,D4,2013,98.0,1135.0
10546,White,15–19,F,D4,2014,111.0,1107.0
10547,White,15–19,F,D4,2015,117.0,1122.0
10548,White,15–19,F,B3,2010,235.0,3990.0
10549,White,15–19,F,B3,2011,304.0,3421.0
10550,White,15–19,F,B3,2012,271.0,3261.0
10551,White,15–19,F,B3,2013,232.0,3330.0
10552,White,15–19,F,B3,2014,153.0,3354.0
10553,White,15–19,F,B3,2015,178.0,3206.0
10554,White,15–19,F,B2,2010,133.0,1300.0
10555,White,15–19,F,B2,2011,194.0,1295.0
10556,White,15–19,F,B2,2012,169.0,1283.0
10557,White,15–19,F,B2,2013,132.0,1288.0
10558,White,15–19,F,B2,2014,84.0,1300.0
10559,White,15–19,F,B2,2015,147.0,1312.0
10560,White,15–19,F,H4,2010,257.0,2517.0
10561,White,15–19,F,H4,2011,244.0,2433.0
10562,White,15–19,F,H4,2012,211.0,2432.0
10563,White,15–19,F,H4,2013,211.0,2366.0
10564,White,15–19,F,H4,2014,151.0,2372.0
10565,White,15–19,F,H4,2015,189.0,2320.0
10566,White,15–19,F,D6,2010,519.0,3942.0
10567,White,15–19,F,D6,2011,437.0,3797.0
10568,White,15–19,F,D6,2012,397.0,3759.0
10569,White,15–19,F,D6,2013,350.0,3798.0
10570,White,15–19,F,D6,2014,336.0,3837.0
10571,White,15–19,F,D6,2015,363.0,3926.0
10572,White,15–19,F,B4,2010,451.0,2405.0
10573,White,15–19,F,B4,2011,496.0,2409.0
10574,White,15–19,F,B4,2012,353.0,2446.0
10575,White,15–19,F,B4,2013,275.0,2507.0
10576,White,15–19,F,B4,2014,272.0,2581.0
10577,White,15–19,F,B4,2015,313.0,2617.0
10578,White,15–19,F,G6,2010,388.0,2265.0
10579,White,15–19,F,G6,2011,388.0,2181.0
10580,White,15–19,F,G6,2012,380.0,2128.0
10581,White,15–19,F,G6,2013,319.0,2064.0
10582,White,15–19,F,G6,2014,286.0,2013.0
10583,White,15–19,F,G6,2015,260.0,2022.0
10584,White,15–19,F,C8,2010,131.0,791.0
10585,White,15–19,F,C8,2011,93.0,777.0
10586,White,15–19,F,C8,2012,97.0,768.0
10587,White,15–19,F,C8,2013,76.0,739.0
10588,White,15–19,F,C8,2014,70.0,705.0
10589,White,15–19,F,C8,2015,80.0,692.0
10590,White,15–19,F,E7,2010,0.0,2242.0
10591,White,15–19,F,E7,2011,0.0,2243.0
10592,White,15–19,F,E7,2012,376.0,2198.0
10593,White,15–19,F,E7,2013,319.0,2184.0
10594,White,15–19,F,E7,2014,303.0,2202.0
10595,White,15–19,F,E7,2015,314.0,2191.0
10596,White,15–19,F,D7,2010,192.0,6335.0
10597,White,15–19,F,D7,2011,204.0,6542.0
10598,White,15–19,F,D7,2012,64.0,6796.0
10599,White,15–19,F,D7,2013,192.0,6708.0
10600,White,15–19,F,D7,2014,232.0,6674.0
10601,White,15–19,F,D7,2015,228.0,6829.0
10602,White,15–19,M,F4,2010,1054.0,5864.0
10603,White,15–19,M,F4,2011,841.0,5799.0
10604,White,15–19,M,F4,2012,742.0,5772.0
10605,White,15–19,M,F4,2013,493.0,5809.0
10606,White,15–19,M,F4,2014,494.0,5875.0
10607,White,15–19,M,F4,2015,607.0,5949.0
10608,White,15–19,M,C3,2010,699.0,20884.0
10609,White,15–19,M,C3,2011,637.0,21749.0
10610,White,15–19,M,C3,2012,668.0,22252.0
10611,White,15–19,M,C3,2013,641.0,22772.0
10612,White,15–19,M,C3,2014,588.0,23239.0
10613,White,15–19,M,C3,2015,586.0,23736.0
10614,White,15–19,M,E5,2010,734.0,3898.0
10615,White,15–19,M,E5,2011,672.0,3731.0
10616,White,15–19,M,E5,2012,613.0,3664.0
10617,White,15–19,M,E5,2013,533.0,3632.0
10618,White,15–19,M,E5,2014,506.0,3608.0
10619,White,15–19,M,E5,2015,548.0,3564.0
10620,White,15–19,M,H6,2010,270.0,2608.0
10621,White,15–19,M,H6,2011,256.0,2612.0
10622,White,15–19,M,H6,2012,221.0,2591.0
10623,White,15–19,M,H6,2013,153.0,2589.0
10624,White,15–19,M,H6,2014,131.0,2696.0
10625,White,15–19,M,H6,2015,108.0,2722.0
10626,White,15–19,M,E4,2010,736.0,7515.0
10627,White,15–19,M,E4,2011,740.0,7661.0
10628,White,15–19,M,E4,2012,451.0,7713.0
10629,White,15–19,M,E4,2013,295.0,7889.0
10630,White,15–19,M,E4,2014,245.0,8020.0
10631,White,15–19,M,E4,2015,303.0,8128.0
10632,White,15–19,M,H1,2010,465.0,5523.0
10633,White,15–19,M,H1,2011,424.0,5409.0
10634,White,15–19,M,H1,2012,491.0,5351.0
10635,White,15–19,M,H1,2013,355.0,5285.0
10636,White,15–19,M,H1,2014,245.0,5253.0
10637,White,15–19,M,H1,2015,282.0,5285.0
10638,White,15–19,M,A4,2010,435.0,1312.0
10639,White,15–19,M,A4,2011,565.0,1298.0
10640,White,15–19,M,A4,2012,658.0,1241.0
10641,White,15–19,M,A4,2013,661.0,1198.0
10642,White,15–19,M,A4,2014,567.0,1221.0
10643,White,15–19,M,A4,2015,599.0,1239.0
10644,White,15–19,M,G5,2010,570.0,3209.0
10645,White,15–19,M,G5,2011,613.0,3061.0
10646,White,15–19,M,G5,2012,453.0,3035.0
10647,White,15–19,M,G5,2013,470.0,3017.0
10648,White,15–19,M,G5,2014,426.0,3046.0
10649,White,15–19,M,G5,2015,438.0,3101.0
10650,White,15–19,M,D1,2010,234.0,1458.0
10651,White,15–19,M,D1,2011,402.0,1468.0
10652,White,15–19,M,D1,2012,426.0,1454.0
10653,White,15–19,M,D1,2013,275.0,1426.0
10654,White,15–19,M,D1,2014,111.0,1406.0
10655,White,15–19,M,D1,2015,80.0,1418.0
10656,White,15–19,M,A3,2010,468.0,1592.0
10657,White,15–19,M,A3,2011,432.0,1536.0
10658,White,15–19,M,A3,2012,384.0,1514.0
10659,White,15–19,M,A3,2013,356.0,1456.0
10660,White,15–19,M,A3,2014,253.0,1430.0
10661,White,15–19,M,A3,2015,338.0,1398.0
10662,White,15–19,M,H5,2010,262.0,16091.0
10663,White,15–19,M,H5,2011,338.0,16455.0
10664,White,15–19,M,H5,2012,411.0,16592.0
10665,White,15–19,M,H5,2013,350.0,17003.0
10666,White,15–19,M,H5,2014,431.0,17227.0
10667,White,15–19,M,H5,2015,432.0,17430.0
10668,White,15–19,M,E1,2010,750.0,4595.0
10669,White,15–19,M,E1,2011,514.0,4502.0
10670,White,15–19,M,E1,2012,503.0,4504.0
10671,White,15–19,M,E1,2013,491.0,4491.0
10672,White,15–19,M,E1,2014,387.0,4505.0
10673,White,15–19,M,E1,2015,548.0,4481.0
10674,White,15–19,M,G3,2010,548.0,4123.0
10675,White,15–19,M,G3,2011,602.0,4103.0
10676,White,15–19,M,G3,2012,528.0,4047.0
10677,White,15–19,M,G3,2013,573.0,4091.0
10678,White,15–19,M,G3,2014,502.0,4034.0
10679,White,15–19,M,G3,2015,497.0,4085.0
10680,White,15–19,M,F1,2010,339.0,2750.0
10681,White,15–19,M,F1,2011,567.0,2738.0
10682,White,15–19,M,F1,2012,422.0,2586.0
10683,White,15–19,M,F1,2013,352.0,2484.0
10684,White,15–19,M,F1,2014,237.0,2399.0
10685,White,15–19,M,F1,2015,213.0,2440.0
10686,White,15–19,M,B6,2010,485.0,7118.0
10687,White,15–19,M,B6,2011,767.0,7066.0
10688,White,15–19,M,B6,2012,851.0,7071.0
10689,White,15–19,M,B6,2013,636.0,7113.0
10690,White,15–19,M,B6,2014,532.0,7162.0
10691,White,15–19,M,B6,2015,597.0,7361.0
10692,White,15–19,M,B5,2010,435.0,1688.0
10693,White,15–19,M,B5,2011,552.0,1619.0
10694,White,15–19,M,B5,2012,524.0,1610.0
10695,White,15–19,M,B5,2013,441.0,1633.0
10696,White,15–19,M,B5,2014,502.0,1668.0
10697,White,15–19,M,B5,2015,408.0,1694.0
10698,White,15–19,M,A8,2010,527.0,1714.0
10699,White,15–19,M,A8,2011,438.0,1680.0
10700,White,15–19,M,A8,2012,484.0,1639.0
10701,White,15–19,M,A8,2013,440.0,1605.0
10702,White,15–19,M,A8,2014,486.0,1606.0
10703,White,15–19,M,A8,2015,451.0,1601.0
10704,White,15–19,M,G1,2010,477.0,2123.0
10705,White,15–19,M,G1,2011,469.0,2142.0
10706,White,15–19,M,G1,2012,438.0,2122.0
10707,White,15–19,M,G1,2013,447.0,2145.0
10708,White,15–19,M,G1,2014,409.0,2142.0
10709,White,15–19,M,G1,2015,391.0,2120.0
10710,White,15–19,M,G4,2010,381.0,6349.0
10711,White,15–19,M,G4,2011,322.0,6260.0
10712,White,15–19,M,G4,2012,368.0,6157.0
10713,White,15–19,M,G4,2013,474.0,6073.0
10714,White,15–19,M,G4,2014,546.0,6040.0
10715,White,15–19,M,G4,2015,531.0,6014.0
10716,White,15–19,M,C1,2010,437.0,2391.0
10717,White,15–19,M,C1,2011,436.0,2365.0
10718,White,15–19,M,C1,2012,397.0,2337.0
10719,White,15–19,M,C1,2013,363.0,2253.0
10720,White,15–19,M,C1,2014,321.0,2263.0
10721,White,15–19,M,C1,2015,302.0,2283.0
10722,White,15–19,M,A7,2010,326.0,1285.0
10723,White,15–19,M,A7,2011,321.0,1252.0
10724,White,15–19,M,A7,2012,305.0,1212.0
10725,White,15–19,M,A7,2013,258.0,1188.0
10726,White,15–19,M,A7,2014,255.0,1156.0
10727,White,15–19,M,A7,2015,171.0,1140.0
10728,White,15–19,M,D5,2010,449.0,3977.0
10729,White,15–19,M,D5,2011,308.0,4020.0
10730,White,15–19,M,D5,2012,374.0,4050.0
10731,White,15–19,M,D5,2013,316.0,4121.0
10732,White,15–19,M,D5,2014,266.0,4168.0
10733,White,15–19,M,D5,2015,301.0,4214.0
10734,White,15–19,M,H2,2010,309.0,1423.0
10735,White,15–19,M,H2,2011,318.0,1373.0
10736,White,15–19,M,H2,2012,267.0,1343.0
10737,White,15–19,M,H2,2013,235.0,1342.0
10738,White,15–19,M,H2,2014,188.0,1314.0
10739,White,15–19,M,H2,2015,228.0,1317.0
10740,White,15–19,M,H3,2010,419.0,6560.0
10741,White,15–19,M,H3,2011,640.0,6898.0
10742,White,15–19,M,H3,2012,588.0,7159.0
10743,White,15–19,M,H3,2013,548.0,7492.0
10744,White,15–19,M,H3,2014,414.0,7747.0
10745,White,15–19,M,H3,2015,439.0,8054.0
10746,White,15–19,M,C7,2010,264.0,5044.0
10747,White,15–19,M,C7,2011,266.0,5120.0
10748,White,15–19,M,C7,2012,249.0,5117.0
10749,White,15–19,M,C7,2013,185.0,5072.0
10750,White,15–19,M,C7,2014,143.0,5097.0
10751,White,15–19,M,C7,2015,143.0,5227.0
10752,White,15–19,M,E6,2010,413.0,4862.0
10753,White,15–19,M,E6,2011,459.0,5031.0
10754,White,15–19,M,E6,2012,403.0,4997.0
10755,White,15–19,M,E6,2013,329.0,4987.0
10756,White,15–19,M,E6,2014,287.0,4993.0
10757,White,15–19,M,E6,2015,282.0,5089.0
10758,White,15–19,M,C5,2010,260.0,1840.0
10759,White,15–19,M,C5,2011,221.0,1833.0
10760,White,15–19,M,C5,2012,201.0,1796.0
10761,White,15–19,M,C5,2013,202.0,1772.0
10762,White,15–19,M,C5,2014,120.0,1718.0
10763,White,15–19,M,C5,2015,130.0,1750.0
10764,White,15–19,M,B8,2010,503.0,2897.0
10765,White,15–19,M,B8,2011,606.0,2925.0
10766,White,15–19,M,B8,2012,560.0,2930.0
10767,White,15–19,M,B8,2013,569.0,2995.0
10768,White,15–19,M,B8,2014,463.0,2990.0
10769,White,15–19,M,B8,2015,458.0,2993.0
10770,White,15–19,M,E3,2010,719.0,3592.0
10771,White,15–19,M,E3,2011,718.0,3480.0
10772,White,15–19,M,E3,2012,387.0,3431.0
10773,White,15–19,M,E3,2013,293.0,3414.0
10774,White,15–19,M,E3,2014,257.0,3430.0
10775,White,15–19,M,E3,2015,361.0,3454.0
10776,White,15–19,M,F5,2010,1203.0,6678.0
10777,White,15–19,M,F5,2011,1005.0,6690.0
10778,White,15–19,M,F5,2012,905.0,6599.0
10779,White,15–19,M,F5,2013,868.0,6589.0
10780,White,15–19,M,F5,2014,753.0,6554.0
10781,White,15–19,M,F5,2015,701.0,6593.0
10782,White,15–19,M,E2,2010,495.0,2444.0
10783,White,15–19,M,E2,2011,459.0,2342.0
10784,White,15–19,M,E2,2012,293.0,2304.0
10785,White,15–19,M,E2,2013,260.0,2281.0
10786,White,15–19,M,E2,2014,353.0,2266.0
10787,White,15–19,M,E2,2015,466.0,2278.0
10788,White,15–19,M,C4,2010,297.0,2279.0
10789,White,15–19,M,C4,2011,283.0,2260.0
10790,White,15–19,M,C4,2012,355.0,2192.0
10791,White,15–19,M,C4,2013,210.0,2226.0
10792,White,15–19,M,C4,2014,179.0,2214.0
10793,White,15–19,M,C4,2015,248.0,2273.0
10794,White,15–19,M,C6,2010,637.0,4378.0
10795,White,15–19,M,C6,2011,629.0,4470.0
10796,White,15–19,M,C6,2012,453.0,4502.0
10797,White,15–19,M,C6,2013,476.0,4750.0
10798,White,15–19,M,C6,2014,297.0,4880.0
10799,White,15–19,M,C6,2015,335.0,5098.0
10800,White,15–19,M,A2,2010,246.0,742.0
10801,White,15–19,M,A2,2011,192.0,749.0
10802,White,15–19,M,A2,2012,180.0,746.0
10803,White,15–19,M,A2,2013,156.0,710.0
10804,White,15–19,M,A2,2014,113.0,699.0
10805,White,15–19,M,A2,2015,159.0,685.0
10806,White,15–19,M,A6,2010,462.0,2620.0
10807,White,15–19,M,A6,2011,349.0,2490.0
10808,White,15–19,M,A6,2012,391.0,2503.0
10809,White,15–19,M,A6,2013,304.0,2422.0
10810,White,15–19,M,A6,2014,332.0,2414.0
10811,White,15–19,M,A6,2015,249.0,2385.0
10812,White,15–19,M,F3,2010,748.0,5171.0
10813,White,15–19,M,F3,2011,770.0,5120.0
10814,White,15–19,M,F3,2012,783.0,5078.0
10815,White,15–19,M,F3,2013,646.0,5044.0
10816,White,15–19,M,F3,2014,579.0,4909.0
10817,White,15–19,M,F3,2015,626.0,4881.0
10818,White,15–19,M,G2,2010,526.0,3111.0
10819,White,15–19,M,G2,2011,479.0,3048.0
10820,White,15–19,M,G2,2012,614.0,2984.0
10821,White,15–19,M,G2,2013,494.0,2922.0
10822,White,15–19,M,G2,2014,475.0,2931.0
10823,White,15–19,M,G2,2015,520.0,2936.0
10824,White,15–19,M,B1,2010,231.0,5742.0
10825,White,15–19,M,B1,2011,185.0,5562.0
10826,White,15–19,M,B1,2012,127.0,5374.0
10827,White,15–19,M,B1,2013,57.0,5363.0
10828,White,15–19,M,B1,2014,0.0,5197.0
10829,White,15–19,M,B1,2015,0.0,5162.0
10830,White,15–19,M,B7,2010,200.0,1419.0
10831,White,15–19,M,B7,2011,252.0,1346.0
10832,White,15–19,M,B7,2012,212.0,1362.0
10833,White,15–19,M,B7,2013,127.0,1380.0
10834,White,15–19,M,B7,2014,125.0,1396.0
10835,White,15–19,M,B7,2015,118.0,1404.0
10836,White,15–19,M,C2,2010,375.0,2555.0
10837,White,15–19,M,C2,2011,305.0,2475.0
10838,White,15–19,M,C2,2012,194.0,2462.0
10839,White,15–19,M,C2,2013,201.0,2505.0
10840,White,15–19,M,C2,2014,153.0,2495.0
10841,White,15–19,M,C2,2015,149.0,2474.0
10842,White,15–19,M,D3,2010,337.0,2302.0
10843,White,15–19,M,D3,2011,309.0,2220.0
10844,White,15–19,M,D3,2012,308.0,2152.0
10845,White,15–19,M,D3,2013,314.0,2084.0
10846,White,15–19,M,D3,2014,251.0,2091.0
10847,White,15–19,M,D3,2015,241.0,2050.0
10848,White,15–19,M,A1,2010,642.0,1683.0
10849,White,15–19,M,A1,2011,755.0,1707.0
10850,White,15–19,M,A1,2012,567.0,1656.0
10851,White,15–19,M,A1,2013,477.0,1626.0
10852,White,15–19,M,A1,2014,424.0,1563.0
10853,White,15–19,M,A1,2015,565.0,1588.0
10854,White,15–19,M,D2,2010,594.0,9353.0
10855,White,15–19,M,D2,2011,497.0,9336.0
10856,White,15–19,M,D2,2012,448.0,9309.0
10857,White,15–19,M,D2,2013,423.0,9325.0
10858,White,15–19,M,D2,2014,308.0,9264.0
10859,White,15–19,M,D2,2015,351.0,9335.0
10860,White,15–19,M,A5,2010,521.0,4594.0
10861,White,15–19,M,A5,2011,498.0,4382.0
10862,White,15–19,M,A5,2012,482.0,4391.0
10863,White,15–19,M,A5,2013,410.0,4398.0
10864,White,15–19,M,A5,2014,488.0,4304.0
10865,White,15–19,M,A5,2015,402.0,4343.0
10878,White,15–19,M,F2,2010,765.0,3136.0
10879,White,15–19,M,F2,2011,883.0,3051.0
10880,White,15–19,M,F2,2012,899.0,3022.0
10881,White,15–19,M,F2,2013,723.0,2950.0
10882,White,15–19,M,F2,2014,689.0,2957.0
10883,White,15–19,M,F2,2015,609.0,2958.0
10884,White,15–19,M,D4,2010,140.0,1303.0
10885,White,15–19,M,D4,2011,160.0,1263.0
10886,White,15–19,M,D4,2012,144.0,1226.0
10887,White,15–19,M,D4,2013,147.0,1223.0
10888,White,15–19,M,D4,2014,199.0,1164.0
10889,White,15–19,M,D4,2015,171.0,1211.0
10890,White,15–19,M,B3,2010,331.0,6638.0
10891,White,15–19,M,B3,2011,422.0,5974.0
10892,White,15–19,M,B3,2012,405.0,5975.0
10893,White,15–19,M,B3,2013,380.0,5952.0
10894,White,15–19,M,B3,2014,273.0,5603.0
10895,White,15–19,M,B3,2015,344.0,5557.0
10896,White,15–19,M,B2,2010,237.0,1415.0
10897,White,15–19,M,B2,2011,329.0,1461.0
10898,White,15–19,M,B2,2012,325.0,1452.0
10899,White,15–19,M,B2,2013,240.0,1395.0
10900,White,15–19,M,B2,2014,164.0,1417.0
10901,White,15–19,M,B2,2015,265.0,1452.0
10902,White,15–19,M,H4,2010,382.0,2623.0
10903,White,15–19,M,H4,2011,386.0,2559.0
10904,White,15–19,M,H4,2012,340.0,2518.0
10905,White,15–19,M,H4,2013,249.0,2459.0
10906,White,15–19,M,H4,2014,219.0,2466.0
10907,White,15–19,M,H4,2015,235.0,2453.0
10908,White,15–19,M,D6,2010,876.0,4340.0
10909,White,15–19,M,D6,2011,781.0,4292.0
10910,White,15–19,M,D6,2012,773.0,4206.0
10911,White,15–19,M,D6,2013,648.0,4190.0
10912,White,15–19,M,D6,2014,568.0,4163.0
10913,White,15–19,M,D6,2015,530.0,4205.0
10914,White,15–19,M,B4,2010,587.0,2727.0
10915,White,15–19,M,B4,2011,713.0,2672.0
10916,White,15–19,M,B4,2012,553.0,2632.0
10917,White,15–19,M,B4,2013,428.0,2675.0
10918,White,15–19,M,B4,2014,426.0,2730.0
10919,White,15–19,M,B4,2015,443.0,2836.0
10920,White,15–19,M,G6,2010,658.0,2358.0
10921,White,15–19,M,G6,2011,697.0,2335.0
10922,White,15–19,M,G6,2012,635.0,2295.0
10923,White,15–19,M,G6,2013,523.0,2297.0
10924,White,15–19,M,G6,2014,448.0,2281.0
10925,White,15–19,M,G6,2015,387.0,2336.0
10926,White,15–19,M,C8,2010,184.0,888.0
10927,White,15–19,M,C8,2011,146.0,858.0
10928,White,15–19,M,C8,2012,168.0,824.0
10929,White,15–19,M,C8,2013,164.0,779.0
10930,White,15–19,M,C8,2014,101.0,771.0
10931,White,15–19,M,C8,2015,172.0,764.0
10932,White,15–19,M,E7,2010,0.0,2531.0
10933,White,15–19,M,E7,2011,0.0,2514.0
10934,White,15–19,M,E7,2012,527.0,2450.0
10935,White,15–19,M,E7,2013,491.0,2470.0
10936,White,15–19,M,E7,2014,431.0,2419.0
10937,White,15–19,M,E7,2015,433.0,2442.0
10938,White,15–19,M,D7,2010,303.0,5974.0
10939,White,15–19,M,D7,2011,238.0,6147.0
10940,White,15–19,M,D7,2012,69.0,6321.0
10941,White,15–19,M,D7,2013,241.0,6316.0
10942,White,15–19,M,D7,2014,339.0,6361.0
10943,White,15–19,M,D7,2015,332.0,6441.0
10944,White,20–29,F,F4,2010,1985.0,8486.0
10945,White,20–29,F,F4,2011,1543.0,8533.0
10946,White,20–29,F,F4,2012,1577.0,8617.0
10947,White,20–29,F,F4,2013,930.0,8796.0
10948,White,20–29,F,F4,2014,1295.0,9084.0
10949,White,20–29,F,F4,2015,1217.0,9251.0
10950,White,20–29,F,C3,2010,2020.0,43878.0
10951,White,20–29,F,C3,2011,1836.0,43984.0
10952,White,20–29,F,C3,2012,1773.0,44188.0
10953,White,20–29,F,C3,2013,1933.0,44535.0
10954,White,20–29,F,C3,2014,1581.0,45611.0
10955,White,20–29,F,C3,2015,1459.0,46779.0
10956,White,20–29,F,E5,2010,1250.0,5545.0
10957,White,20–29,F,E5,2011,1079.0,5631.0
10958,White,20–29,F,E5,2012,954.0,5696.0
10959,White,20–29,F,E5,2013,892.0,5733.0
10960,White,20–29,F,E5,2014,987.0,5757.0
10961,White,20–29,F,E5,2015,1095.0,5801.0
10962,White,20–29,F,H6,2010,664.0,5437.0
10963,White,20–29,F,H6,2011,544.0,5705.0
10964,White,20–29,F,H6,2012,545.0,5714.0
10965,White,20–29,F,H6,2013,389.0,5708.0
10966,White,20–29,F,H6,2014,353.0,5778.0
10967,White,20–29,F,H6,2015,317.0,5871.0
10968,White,20–29,F,E4,2010,1507.0,15343.0
10969,White,20–29,F,E4,2011,1605.0,15266.0
10970,White,20–29,F,E4,2012,985.0,15356.0
10971,White,20–29,F,E4,2013,694.0,15493.0
10972,White,20–29,F,E4,2014,620.0,15728.0
10973,White,20–29,F,E4,2015,815.0,15645.0
10974,White,20–29,F,H1,2010,1102.0,9633.0
10975,White,20–29,F,H1,2011,1005.0,9690.0
10976,White,20–29,F,H1,2012,991.0,9743.0
10977,White,20–29,F,H1,2013,837.0,9799.0
10978,White,20–29,F,H1,2014,619.0,9908.0
10979,White,20–29,F,H1,2015,644.0,10058.0
10980,White,20–29,F,A4,2010,728.0,2173.0
10981,White,20–29,F,A4,2011,956.0,2169.0
10982,White,20–29,F,A4,2012,1059.0,2142.0
10983,White,20–29,F,A4,2013,1076.0,2131.0
10984,White,20–29,F,A4,2014,970.0,2139.0
10985,White,20–29,F,A4,2015,1052.0,2148.0
10986,White,20–29,F,G5,2010,1316.0,5836.0
10987,White,20–29,F,G5,2011,1277.0,5929.0
10988,White,20–29,F,G5,2012,1117.0,5966.0
10989,White,20–29,F,G5,2013,1211.0,6165.0
10990,White,20–29,F,G5,2014,1174.0,6147.0
10991,White,20–29,F,G5,2015,1020.0,6214.0
10992,White,20–29,F,D1,2010,631.0,2554.0
10993,White,20–29,F,D1,2011,1137.0,2594.0
10994,White,20–29,F,D1,2012,1101.0,2606.0
10995,White,20–29,F,D1,2013,643.0,2713.0
10996,White,20–29,F,D1,2014,240.0,2666.0
10997,White,20–29,F,D1,2015,157.0,2646.0
10998,White,20–29,F,A3,2010,952.0,2709.0
10999,White,20–29,F,A3,2011,988.0,2712.0
11000,White,20–29,F,A3,2012,880.0,2713.0
11001,White,20–29,F,A3,2013,781.0,2688.0
11002,White,20–29,F,A3,2014,602.0,2662.0
11003,White,20–29,F,A3,2015,663.0,2667.0
11004,White,20–29,F,H5,2010,758.0,41987.0
11005,White,20–29,F,H5,2011,1148.0,41981.0
11006,White,20–29,F,H5,2012,1393.0,42026.0
11007,White,20–29,F,H5,2013,1268.0,42162.0
11008,White,20–29,F,H5,2014,1368.0,42695.0
11009,White,20–29,F,H5,2015,1165.0,43565.0
11010,White,20–29,F,E1,2010,1354.0,7450.0
11011,White,20–29,F,E1,2011,1035.0,7510.0
11012,White,20–29,F,E1,2012,944.0,7536.0
11013,White,20–29,F,E1,2013,895.0,7593.0
11014,White,20–29,F,E1,2014,814.0,7530.0
